Fecha,Inflaciontotal,IPC_0,Promedio mensual TasaPoliticaMonetaria,TasaDesempleo,TasaOcupacion,Promedio mensual ConsumoFinalReal,Promedio mensual PIB,IPP,Promedio mensual MetaInflacion,Promedio mensual TRM,BaseMonetaria,CuasidinerosTotal,DepositosSistemaFinanciero,M1,M2,M3,Promedio mensual ReservaBancaria,TotalCarteraBrutaTitularizacionMonedaExtranjera,TotalCarteraBrutaTitularizacionMonedaLegal,CreditoConsumoTasaInteres,DTF,Promedio mensual TasaInteresCeroCuponTES,Promedio mensual TasaInteresCeroCuponUVR,TasaInteresColocacionBanRep,Promedio mensual TIB,IPC_1,IPC_2,IPC_Y
2011-05-31,3.022441,75.0722027186682,3.75,11.244290289142,56.3925000060402,135940.248052515,640151.0,97.67,3.0,1800.5087096774193,40267.138573,146378.41103304,200242.48168251,55266.25948565,201644.67051869,226099.27259592,15226.858095489999,12463.22666258,177263.409470472,17.82,3.88,5.1499354389031,2.273611240703608,10.96,3.8294209904545453,74.8589948627723,74.7698834773726,75.3108644889771
2011-06-30,3.232591,75.3108644889771,4.091666666666667,10.9059268655567,56.0455361434544,139376.551889004,640151.0,96.34,3.0,1783.1593333333333,43609.750691,148949.62555704,202789.31793447,57920.32960312,206869.95516016,230617.31730036,15332.38573014,11847.63791101,181610.825409425,18.2,4.1,5.238286634997317,2.153034458990601,11.31,4.11309752,75.0722027186682,74.8589948627723,75.4155154168832
2011-07-31,3.419624,75.4155154168832,4.25,11.5403136677076,56.0037124340741,139376.551889004,640151.0,95.43,3.0,1761.593870967742,43303.104959,148812.02988957,203566.80681694,57310.23637218,206122.26626175,230594.39497395,15904.550054700001,12314.94592075,183998.843364349,18.4,4.21,5.270977331549012,2.02155435499101,11.32,4.299177656842105,75.3108644889771,75.0722027186682,75.392161082215
2011-08-31,3.271693,75.392161082215,4.5,10.0793998294798,56.4312739371926,139376.551889004,640151.0,95.74,3.0,1785.56,44163.135804,155513.4870737,210337.31480154,58505.51223283,214018.99930653,238001.72348294,15431.0313326425,12486.97622707,187584.92219319,18.67,4.49,5.312404934791053,2.1126255832579623,11.71,4.583357801363636,75.4155154168832,75.3108644889771,75.6249345364577
2011-09-30,3.731345,75.6249345364577,4.5,9.7353830199998,57.661745981658,140702.146608032,640151.0,96.38,3.0,1833.3196666666665,42285.75011,153865.06144434,210181.42733352,58004.39851154,211869.45995588,237485.8374107,15958.696925318,13608.48083129,190581.238853493,18.56,4.61,5.077509371795668,2.212284256200018,11.79,4.562943013181818,75.392161082215,75.4155154168832,75.7684451396076
2011-10-31,4.01995,75.7684451396076,4.5,8.997846852632,60.8652444797895,140702.146608032,640151.0,98.18,3.0,1907.6090322580644,42844.207507,157104.46724803,214557.55344841,59819.41807558,216923.88532361,242328.98786417,16110.8216656775,13623.95204773,192875.423522167,18.42,4.72,5.3113092338057015,1.831651266330674,11.95,4.6122817655,75.6249345364577,75.392161082215,75.8738778259293
2011-11-30,3.962973,75.8738778259293,4.525,9.2201841022857,59.4933767932454,140702.146608032,640151.0,98.83,3.0,1919.475,45794.383638,162611.7263027,222288.64912662,63486.59035712,226098.31665982,252319.12811444,16090.8416839975,14724.40534738,197174.02089824,18.33,5.08,5.637995672815213,1.8213518031256557,11.93,4.6031554759999995,75.7684451396076,75.6249345364577,76.1917107837836
2011-12-31,3.725787,76.1917107837836,4.75,9.8175710625056,58.5183522495253,142974.053450448,684628.0,99.21,3.0,1933.3512903225806,51339.172787,164155.60454643,226515.26671677,68792.66302669,232948.26757312,259914.38126763,16888.94133299,14272.89986297,200351.452186066,18.97,5.12,5.574478115856823,1.7857056968985634,11.98,4.803162021052631,75.8738778259293,75.7684451396076,76.748456093439
2012-01-31,3.543096,76.748456093439,4.758064516129032,12.476696630348,55.9507504385022,142974.053450448,684628.0,97.67,3.0,1853.282258064516,47771.105057,167564.05792695,226519.65518609,61868.31858968,229432.37651663,256719.93637788,17234.0694191325,13566.39527735,200516.787406922,20.41,5.13,5.542265066263965,1.902578763773782,12.75,4.775749958095238,76.1917107837836,75.8738778259293,77.2172110034228
2012-02-29,3.551527,77.2172110034228,5.025862068965517,11.869993035915,56.7335788557677,142974.053450448,684628.0,97.81,3.0,1782.7548275862068,46385.264819,174899.77971168,231307.39044233,60901.42788054,235801.20759222,261201.34898775,17051.952660542498,12745.11352723,204371.843263322,19.39,5.27,5.643962026336867,1.825645092963851,12.85,5.04332810047619,76.748456093439,76.1917107837836,77.3114652423996
2012-03-31,3.399205,77.3114652423996,5.25,10.3637108530843,57.5243123196594,144784.418734188,684628.0,97.66,3.0,1766.3316129032257,45194.745721,175343.23850327,232841.80250059,60245.84812526,235589.08662853,261714.758122,17338.835836454,12349.35390369,207346.184430303,19.28,5.36,5.688819536884574,2.2705089377573247,13.07,5.248032366190476,77.2172110034228,76.748456093439,77.423080102192
2012-04-30,3.425219,77.423080102192,5.25,10.8641973805909,57.4815636439715,144784.418734188,684628.0,98.1,3.0,1774.249,43962.694139,173264.82133982,234127.00279587,60717.54811441,233982.36945423,262280.8086766,17673.770702865,12229.02922571,209421.67528007,19.57,5.47,5.501850182229002,2.783120324627889,12.83,5.25146230368421,77.3114652423996,77.2172110034228,77.6553831053882
2012-05-31,3.440928,77.6553831053882,5.25,10.7094687859766,58.2579344584315,144784.418734188,684628.0,97.68,3.0,1793.2767741935484,46172.633392,177360.28711054,236191.06650701,60178.60073074,237538.88784128,264923.95039169,17662.3347317975,13045.21378767,212542.609892694,19.33,5.45,5.546840068920774,2.8752808516527253,12.98,5.266061646190476,77.423080102192,77.3114652423996,77.7196701710989
2012-06-30,3.198483,77.7196701710989,5.25,10.0261430976688,58.7882489224903,146538.267418154,684628.0,95.12,3.0,1792.5466666666666,48071.9898,176962.74644731,237861.9807285,61894.98308791,238857.72953522,267104.75885351,17933.658966804003,12432.73584327,216206.921058941,19.09,5.45,5.544978962586041,2.8662186019562603,12.6,5.30047931631579,77.6553831053882,77.423080102192,77.702887493112
2012-07-31,3.033026,77.702887493112,5.233870967741935,10.8630801444586,57.2153183174452,146538.267418154,684628.0,93.55,3.0,1783.820322580645,47818.782276,176811.45267109,237726.1440269,61813.54269082,238624.99536191,266625.47151629,18073.323865234997,12718.09350012,218578.320940804,19.66,5.44,5.441314736287913,3.0723541636379186,12.47,5.351239511,77.7196701710989,77.6553831053882,77.7347553165261
2012-08-31,3.107212,77.7347553165261,4.959677419354839,9.74827368704211,58.1399519609082,146538.267418154,684628.0,94.89,3.0,1805.5232258064516,45355.318788,183577.34843677,243622.95993819,61446.78874804,245024.13718481,272596.66601336,17365.680286222,13376.46844067,220070.646436484,19.49,5.41,4.982659337117876,2.6744617935400394,13.04,5.12631896952381,77.702887493112,77.7196701710989,77.9573289174406
2012-09-30,3.084161,77.9573289174406,4.75,9.94217224513115,57.2710280842535,148393.978457058,684628.0,96.39,3.0,1802.7463333333333,46071.220272,185895.82925058,247366.51728996,61228.77601951,247124.60527009,276109.99216193,17637.9349909275,13480.92723068,222921.167931637,18.98,5.32,4.791666095282813,2.1904994413371144,12.29,4.782161501,77.7347553165261,77.702887493112,78.0846976053051
2012-10-31,3.057015,78.0846976053051,4.75,8.8534533595397,59.9361326157494,148393.978457058,684628.0,96.26,3.0,1804.4009677419356,48659.324281,191359.86496421,252311.54773262,62835.20411525,254195.06907946,282389.07942741,17876.47381661,14002.87246819,225552.137052733,18.86,5.42,4.82989059554273,1.5781989886886156,12.45,4.775005732727273,77.9573289174406,77.7347553165261,77.9779450036584
2012-11-30,2.773111,77.9779450036584,4.708333333333333,9.24779272050277,58.3608315491595,148393.978457058,684628.0,95.5,3.0,1821.0136666666667,48314.360464,193771.77473935,257585.28744996,65458.04907851,259229.82381786,287988.0860983,18290.518494558,14617.32234282,229816.49592423,18.46,5.31,5.0232909935160075,1.445827724759545,12.04,4.685988084,78.0846976053051,77.9573289174406,78.0472416052164
2012-12-31,2.435345,78.0472416052164,4.435483870967742,9.55082463044959,58.4080203151737,149977.3353906,711415.0,94.39,3.0,1792.4948387096772,56462.981545,198120.23052133,265769.45908683,73233.97825915,271354.20878048,300467.98139364,19999.7057380625,15919.64101413,232774.493978088,18.26,5.22,4.782370413068179,1.841434374379023,11.64,4.4901407833333336,77.9779450036584,78.0846976053051,78.2798119418707
2013-01-31,1.995292,78.2798119418707,4.225806451612903,12.0697898274764,56.1585505702066,149977.3353906,711415.0,94.24,3.0,1769.6725806451611,49831.676851,199797.84727305,262461.74794701,66940.27803741,266738.12531046,294692.1408006,19428.344481405,16270.76593401,232109.715012126,19.21,5.12,4.308957468385925,1.904390146178504,12.08,4.194641066666667,78.0472416052164,77.9779450036584,78.6274822452543
2013-02-28,1.826369,78.6274822452543,3.9642857142857144,11.7893105829725,56.1973408570218,149977.3353906,711415.0,94.77,3.0,1790.5478571428573,49811.42926,205141.85524861,269106.16032862,66497.78741937,271639.64266798,300704.26712936,19460.6958617525,16854.90418078,234426.241666448,18.45,4.82,4.157278803207957,1.7099943429182953,11.72,3.9632588464999996,78.2798119418707,78.0472416052164,78.789250397402
2013-03-31,1.91147,78.789250397402,3.653225806451613,10.2061950614975,56.470201755009,152433.891891657,711415.0,95.69,3.0,1813.7487096774194,50199.083277,207036.26963227,273572.63351949,67890.17485502,274926.44448729,305297.94626302,19563.715663554,16985.29999528,236272.445616996,18.01,4.57,3.866220924276865,1.4440474421505023,11.43,3.688330889444445,78.6274822452543,78.2798119418707,78.9885380675097
2013-04-30,2.021953,78.9885380675097,3.25,10.1736714086952,57.0006452841629,152433.891891657,711415.0,95.02,3.0,1830.2313333333334,49931.495915,205759.37097133,274135.51529476,68102.1346598,273861.50563113,304681.32790484,20148.1819053625,17902.01764891,238224.24928392,18.06,4.21,3.6332515918452697,1.3875463752576493,10.88,3.1524497145454546,78.789250397402,78.6274822452543,79.2086889153344
2013-05-31,2.000255,79.2086889153344,3.25,9.4211416354269,58.7289380861254,152433.891891657,711415.0,94.77,3.0,1847.9212903225805,52636.978995,210854.75225514,276596.91797172,67251.51040386,278106.262659,307830.64061662,20851.004367431997,18334.28450927,241884.985975532,17.89,3.98,3.905566898832752,1.5181428959567254,10.49,3.1958924495238095,78.9885380675097,78.789250397402,79.3946985583523
2013-06-30,2.155219,79.3946985583523,3.25,9.23667812796902,57.8426737418169,154815.952890378,711415.0,95.5,3.0,1909.8493333333333,53587.40907,212345.19731224,282975.36869693,72099.05955933,284444.25687157,315232.12184803,20854.4442941175,18389.29346758,246731.804415943,17.87,3.94,4.277880026786303,2.5103516695169774,10.27,3.1669031133333334,79.2086889153344,78.9885380675097,79.4303334801318
