"Fecha";"Miles de millones COP"
"1984/01/31";1019,22
"1984/02/29";1026,604
"1984/03/31";1035,349
"1984/04/30";1043,631
"1984/05/31";1042,105
"1984/06/30";1071,569
"1984/07/31";1081,133
"1984/08/31";1099,656
"1984/09/30";1131,038
"1984/10/31";1150,405
"1984/11/30";1167,913
"1984/12/31";1252,327
"1985/01/31";1281,814
"1985/02/28";1308,002
"1985/03/31";1324,179
"1985/04/30";1341,268
"1985/05/31";1362,524
"1985/06/30";1399,06
"1985/07/31";1431,638
"1985/08/31";1456,05
"1985/09/30";1484,187
"1985/10/31";1524,536
"1985/11/30";1569,26
"1985/12/31";1680,91
"1986/01/31";1725,722
"1986/02/28";1774,463
"1986/03/31";1805,272
"1986/04/30";1825,078
"1986/05/31";1871,585
"1986/06/30";1914,405
"1986/07/31";1934,158
"1986/08/31";1951,411
"1986/09/30";1967,977
"1986/10/31";2005,576
"1986/11/30";2050,149
"1986/12/31";2171,98
"1987/01/31";2209,451
"1987/02/28";2256,084
"1987/03/31";2302,333
"1987/04/30";2371,521
"1987/05/31";2415,909
"1987/06/30";2464,807
"1987/07/31";2509,999
"1987/08/31";2542,015
"1987/09/30";2600,395
"1987/10/31";2641,32
"1987/11/30";2668,261
"1987/12/31";2795,345
"1988/01/31";2851,478
"1988/02/29";2866,842
"1988/03/31";2884,723
"1988/04/30";2956,324
"1988/05/31";2985,4
"1988/06/30";3086,658
"1988/07/31";3076,748
"1988/08/31";3123,926
"1988/09/30";3164,056
"1988/10/31";3209,148
"1988/11/30";3327,055
"1988/12/31";3455,858
"1989/01/31";3534,465
"1989/02/28";3614,829
"1989/03/31";3684,817
"1989/04/30";3778,321
"1989/05/31";3897,729
"1989/06/30";4026,695
"1989/07/31";4099,822
"1989/08/31";4167,297
"1989/09/30";4166,74
"1989/10/31";4232,536
"1989/11/30";4361,151
"1989/12/31";4582,625
"1990/01/31";4709,892
"1990/02/28";4764,216
"1990/03/31";4843,031
"1990/04/30";4982,424
"1990/05/31";4989,486
"1990/06/30";5153,324
"1990/07/31";5242,473
"1990/08/31";5336,847
"1990/09/30";5454,979
"1990/10/31";5642,945
"1990/11/30";5720,362
"1990/12/31";6034,223
"1991/01/31";6142,404
"1991/02/28";6032,012
"1991/03/31";6101,619
"1991/04/30";6238,804
"1991/05/31";6476,616
"1991/06/30";6499,707
"1991/07/31";6416,938
"1991/08/31";6435,796
"1991/09/30";6749,094
"1991/10/31";7215,59
"1991/11/30";7531,729
"1991/12/31";8061,728
"1992/01/31";8279,858
"1992/02/29";8467,217
"1992/03/31";8774,209
"1992/04/30";9174,939
"1992/05/31";9235,444
"1992/06/30";9589,187
"1992/07/31";9456,153
"1992/08/31";9446,191
"1992/09/30";9703,644
"1992/10/31";10129,042
"1992/11/30";10315,766
"1992/12/31";11179,588
"1993/01/31";11094,435
"1993/02/28";11160,464
"1993/03/31";11499,975
"1993/04/30";12023,118
"1993/05/31";12160,099
"1993/06/30";12847,211
"1993/07/31";13183,131
"1993/08/31";13511,742
"1993/09/30";13642,319
"1993/10/31";14194,741
"1993/11/30";14866,854
"1993/12/31";15817,286
"1994/01/31";16111,709
"1994/02/28";16426,803
"1994/03/31";16811,670831
"1994/04/30";17356,851
"1994/05/31";18042,092
"1994/06/30";18278,547
"1994/07/31";18894,362988
"1994/08/31";19484,297996
"1994/09/30";19895,745995
"1994/10/31";20387,587945
"1994/11/30";21257,976
"1994/12/31";22569,050964
"1995/01/31";22583,210999
"1995/02/28";23121,464
"1995/03/31";24048,426
"1995/04/30";24812,343
"1995/05/31";25108,816868
"1995/06/30";25922,203868
"1995/07/31";26212,859998
"1995/08/31";26297,102915
"1995/09/30";27140,551
"1995/10/31";27882,799999
"1995/11/30";27755,801997
"1995/12/31";28961,289
"1996/01/31";28431,308
"1996/02/29";28859,804983
"1996/03/31";28972,139964
"1996/04/30";29677,241
"1996/05/31";29682,051896
"1996/06/30";30190,288744
"1996/07/31";30647,058995
