"Fecha";"Miles de millones COP"
"2001/08/31";43418,703115
"2001/09/30";43148,70800441
"2001/10/31";42760,95779317
"2001/11/30";43121,550601
"2001/12/31";43421,48192508
"2002/01/31";43616,22155927
"2002/02/28";43437,68900895
"2002/03/31";43457,99625517
"2002/04/30";43851,17764546
"2002/05/31";44035,76747315
"2002/06/30";43741,44934503
"2002/07/31";44011,02848201
"2002/08/31";44216,01447823
"2002/09/30";44731,25497736
"2002/10/31";45443,17952445
"2002/11/30";45870,26384942
"2002/12/31";45036,58771857
"2003/01/31";46471,02876386
"2003/02/28";46980,96961778
"2003/03/31";47457,85460349
"2003/04/30";47812,32825696
"2003/05/31";48420,59311489
"2003/06/30";48208,27834793
"2003/07/31";48626,6617975
"2003/08/31";49038,76433265
"2003/09/30";49116,57671354
"2003/10/31";49850,32575595
"2003/11/30";49825,88545162
"2003/12/31";49840,09967666
"2004/01/31";50832,40017631
"2004/02/29";51512,66886007
"2004/03/31";52084,00504178
"2004/04/30";52496,06547637
"2004/05/31";53296,38021117
"2004/06/30";55453,88022139
"2004/07/31";55590,64602557
"2004/08/31";56820,55018783
"2004/09/30";56617,62127595
"2004/10/31";56633,82833882
"2004/11/30";58887,19690831
"2004/12/31";59228,6607252
"2005/01/31";61075,04441828
"2005/02/28";61157,43252456
"2005/03/31";63557,32340205
"2005/04/30";64172,23557616
"2005/05/31";64783,44992083
"2005/06/30";65961,06521107
"2005/07/31";66637,57134391
"2005/08/31";67483,13026496
"2005/09/30";69474,96910802
"2005/10/31";70619,63448014
"2005/11/30";71979,45319187
"2005/12/31";69795,55798977
"2006/01/31";72003,32298154
"2006/02/28";72822,03728561
"2006/03/31";72534,79920914
"2006/04/30";73990,88017454
"2006/05/31";76204,17002209
"2006/06/30";77046,86814876
"2006/07/31";79629,28579818
"2006/08/31";79757,1294655
"2006/09/30";79793,11155355
"2006/10/31";81402,18108794
"2006/11/30";84404,15341509
"2006/12/31";81655,99509854
"2007/01/31";83311,26283893
"2007/02/28";86435,67193902
"2007/03/31";91301,42161758
"2007/04/30";92294,49719924
"2007/05/31";91973,31785684
"2007/06/30";92159,28235964
"2007/07/31";95484,79617816
"2007/08/31";94832,96315615
"2007/09/30";96536,16168254
"2007/10/31";100245,23944838
"2007/11/30";102861,19152153
"2007/12/31";98696,61875317
"2008/01/31";100997,49024631
"2008/02/29";104901,41391512
"2008/03/31";104979,19417172
"2008/04/30";107023,12007814
"2008/05/31";106401,57070712
"2008/06/30";106881,7348439
"2008/07/31";108803,48017733
"2008/08/31";111496,45304778
"2008/09/30";113160,87645009
"2008/10/31";116687,02352983
"2008/11/30";118847,84726948
"2008/12/31";119668,63630307
"2009/01/31";122876,76171165
"2009/02/28";125940,15953212
"2009/03/31";125637,07881174
"2009/04/30";122600,26570152
"2009/05/31";125387,94670084
"2009/06/30";126046,10273174
"2009/07/31";128396,85341819
"2009/08/31";125727,70624143
"2009/09/30";125982,13962438
"2009/10/31";128235,02695704
"2009/11/30";128638,4796296
"2009/12/31";125059,63440649
"2010/01/31";128328,6210262
"2010/02/28";130353,00627006
"2010/03/31";129320,7023689
"2010/04/30";128582,25098499
"2010/05/31";128693,57157062
"2010/06/30";130933,97521074
"2010/07/31";131268,27108351
"2010/08/31";131352,02567292
"2010/09/30";132767,63734934
"2010/10/31";133909,87978344
"2010/11/30";135106,30610754
"2010/12/31";133787,46531152
"2011/01/31";135845,25671102
"2011/02/28";140921,18317353
